Term_Key,Language_0 (CN),Language_1 (EN),Language_2 (JP),Language_3 (RU),Korean
Card_Name/97,大江东去,Torrent of Time,大江東去（だいきょうどうく）,Поток времени,대강동거
Card_Name/98,长河落日,Setting Sun,長河落日（ちょうがらくじつ）,Закатное солнце,장하낙일
Card_Name/10098,长河落日-今朝,Setting Sun - Present,長河落日-今朝（こんちょう）,Закатное солнце — Настоящее,장하낙일-금조
Card_Name/20098,长河落日-明日,Setting Sun - Morrow,長河落日-明日（あす）,Закатное солнце — Грядущее,장하낙일-명일
Card_Name/99,惊蛰,Awakening of Insects,啓蟄（けいちつ）,Пробуждение насекомых,경칩
Card_Name/10099,惊蛰-雷动,Awakening of Insects - Thunder Roar,啓蟄-雷動（らいどう）,Пробуждение насекомых — Громовой рев,경칩-뇌동
Card_Name/20099,惊蛰-瀑流,Awakening of Insects - Cascading Torrent,啓蟄-瀑流（ばくりゅう）,Пробуждение насекомых — Каскадная стремнина,경칩-폭류
Card_Name/100,春眠,Spring Nap,春眠（しゅんみん）,Весенняя дрема,춘면
Card_Name/10100,春眠-觉,Spring Nap - Awakening,春眠-覚（かく）,Весенняя дрема — Пробуждение,춘면-각
Card_Name/20100,春眠-晓,Spring Nap - Dawn,春眠-暁（きょう）,Весенняя дрема — Рассвет,춘면-효
Card_Name/101,金攥勾月枪,Golden Crescent Spear,金攢鉤月槍（きんさんこうげつそう）,Золотое копье-полумесяц,금찬구월창
Card_Name/10101,金攥勾月枪-挑,Golden Crescent Spear - Thrust,金攢鉤月槍-挑（ちょう）,Золотое копье-полумесяц — Выпад,금찬구월창-도
Card_Name/20101,金攥勾月枪-连破,Golden Crescent Spear - Flurry,金攢鉤月槍-連破（れんぱ）,Золотое копье-полумесяц — Шквал,금찬구월창-연파
Card_Name/102,撼山猛虎拳,Landslide Tiger Fist,撼山猛虎拳（かんざんもうこけん）,Тигриный кулак-оползень,감산맹호권
Card_Name/10102,撼山猛虎拳-开天,Landslide Tiger Fist - Sky Shatterer,撼山猛虎拳-開天（かいてん）,Тигриный кулак-оползень — Сокрушитель небес,감산맹호권-개천
Card_Name/20102,撼山猛虎拳-裂地,Landslide Tiger Fist - Earth Cleaver,撼山猛虎拳-裂地（れつち）,Тигриный кулак-оползень — Раскол земли,감산맹호권-열지
Card_Name/103,毒血剑,Venomblood Sword,毒血剣（どくけつけん）,Меч ядовитой крови!,독혈검
Card_Name/10103,毒血剑-诛仙,Venomblood Sword - Immortal Slayer,毒血剣-誅仙（ちゅうせん）,Меч ядовитой крови — Убийца бессмертных,독혈검-주선
Card_Name/20103,毒血剑-戮仙,Venomblood Sword - Immortal Slaughterer,毒血剣-戮仙（りくせん）,Меч ядовитой крови — Истязатель бессмертных,독혈검-육선
Card_Name/104,蚀心剑,Heart-Eroding Sword,蝕心剣（しょくしんけん）,Сердцеразъедающий меч,식심검
Card_Name/10104,蚀心剑-陷仙,Heart-Eroding Sword - Immortal Ensnarer,蝕心剣-陥仙（せんせん）,Сердцеразъедающий меч — Ловец бессмертных,식심검-함선
Card_Name/20104,蚀心剑-绝仙,Heart-Eroding Sword - Immortal Extinctor,蝕心剣-絶仙（ぜっせん）,Сердцеразъедающий меч — Истребитель бессмертных,식심검-절선
Card_Name/105,整备,Rearm,整備（せいび）,Перевооружение,정비
Card_Name/10105,整备-随时待命,Rearm - On Standby,整備-用意万全（よういばんぜん）,Перевооружение — Ожидание,정비-수시대명
Card_Name/20105,整备-全军出击,Rearm - All-Out Assault,整備-総員出撃（そういんしゅつげき）,Перевооружение — Полный натиск,정비-전군출격
Card_Name/106,精准射击,Precision Shot,正確射撃（せいかくしゃげき）,Точный выстрел,정준사격
Card_Name/10106,精准射击-爆头,Precision Shot - Headshot,正確射撃-頭撃ち（あたまうち）,Точный выстрел — Выстрел в голову,정준사격-폭두
Card_Name/20106,精准射击-穿雷,Precision Shot - Piercing Lightning,正確射撃-貫雷（かんらい）,Точный выстрел — Пронзающая молния,정준사격-천뢰
Card_Name/107,斩龙诀,Dragon-Slaying Decree,斬龍決（ざんりゅうけつ）,Указ об убийстве дракона,참룡결
Card_Name/10107,斩龙诀-天下,Dragon-Slaying Decree - All Under Heaven,斬龍決・天下（てんか）,Указ об убийстве дракона — Вся Поднебесная!,참룡결-천하
Card_Name/20107,斩龙诀-独尊,Dragon-Slaying Decree - Supreme Alone,斬龍決・独尊（どくそん）,Указ об убийстве дракона — Единый владыка,참룡결-독존
Card_Name/108,人皇骸,Remains of the Human Emperor,人皇骸（じんこうがい）,Останки Человеческого императора!,인황해
Card_Name/10108,人皇骸-文,Remains of the Human Emperor - Civil,人皇骸・文（ぶん）,Останки Человеческого императора — Гражданский,인황해-문
Card_Name/20108,人皇骸-武,Remains of the Human Emperor - Martial,人皇骸・武（ぶ）,Останки Человеческого императора — Воинский,인황해-무
Card_Name/,,,,,
Card_Name/1001,斩立决,Decisive Execution,即斬,Решающая казнь,참립결
Card_Name/1002,始源灵阵,Origin Spirit Array,源の霊陣,Строй первичного духа,시원영진
Card_Name/1003,自刀,Self-Sword,自害,Само-меч,자도
Card_Name/1004,武魂真躯,True Martial Soul Form,武魂真体,Истинный облик боевой души,무혼진구
Card_Name/1005,倒影,,,,도영
Card_Name/1006,斩道-生死,,,,참도-생사
Card_Name/1007,天地皆我,Heaven and Earth Are Mine,天地皆我,Небо и земля — мои,천지개아
Card_Name/1008,能者多劳,,,,능자다로
Card_Name/1009,往去神明之血,Blood of Departed Deities,去りゆく神の血,Кровь усопших божеств,떠나간 신명의 피
Card_Name/1010,我是小青龙,I am the Little Azure Dragon,我青龍なり,Я — Малый лазурный дракон,나는 소청룡
Card_Name/1011,一刹,Fleeting Instant,刹那（せつな）,Мимолетное мгновение,일찰
Card_Name/1012,回夜,Recurring Nights,回夜（かいや）,Повторяющиеся ночи,회야
Card_Name/1013,旬月,Decade Months,旬月（しゅんげつ）,Декада месяцев,순월
Card_Name/1014,百载,Hundred Years,百載（ひゃくさい）,Сто лет,백재
Card_Name/1015,上下五千年,Five Millennia,上下五千年（じょうげごせんねん）,Пять тысячелетий,상하오천년
Card_Name/1016,真理洗礼,Baptism of Truth,真理洗礼（しんりせんれい）,Крещение истиной,진리세례
Card_Name/1017,堕龙血,Fallen Dragon Blood,堕龍血（だりゅうけつ）,Кровь павшего дракона,타룡혈
Card_Name/1018,时光如隙,Time slips like a gap,時は隙の如し,Время как щель,시광여극
Card_Name/2002,春神之呓,The Spring Goddess's Whisper,春神の呟き,Шепот богини весны,춘신의 잠꼬대
Card_Info/1,唤出一把飞剑对目标单位造成<Demage>\n【飞剑：2】消耗2把飞剑执行一次【自身抽牌】(手牌已满时，不触发),Summon a flying sword to deal <Demage> to the target. \n[Flying Swords: 2] Consume 2 swords to perform a [Self Draw] (not trigger if hand is full),飛剣を召喚してターゲットに<Demage>ダメージを与える\n「飛剣：2」飛剣を2枚消費して「単体ドロー」を1回実行する（手札数が上限に達しているときは発動しない）。,"Призывает летающий меч, нанося <Demage> цели.",비검 하나를 소환하여 대상 유닛에게 <Demage>의 피해를 입힙니다.\n【비검: 2】비검 2자루를 소모하여 【자신 드로우】를 1회 실행합니다 (손패가 가득 찼을 때는 발동하지 않음).
Card_Info/10001,唤出一把飞剑对目标单位造成<Demage>,Summon a flying sword to deal <Demage> to the target,飛剣を召喚してターゲットに<Demage>ダメージを与える。,"Призывает летающий меч, нанося <Demage> цели",비검 하나를 소환하여 대상 유닛에게 <Demage>의 피해를 입힙니다.
Card_Info/20001,对目标造成<Demage>，若【标记】则伤害提高<$DemageUp$>%\n【飞剑：2】消耗2把飞剑执行一次【自身抽牌】(手牌已满时，不触发),"Deal <Demage> to the target. If [Marked], +<$DemageUp$>% damage dealt\n[Flying Swords: 2] Consume 2 swords to perform a [Self Draw] (not trigger if the hand is full)",ターゲットに<Demage>ダメージを与える、ターゲットが「マーク」されている場合、ダメージが<$DemageUp$>%増加する\n「飛剣：2」飛剣を2枚消費して「単体ドロー」を1回実行する（手札数が上限に達しているときは発動しない）。,"Наносит <Demage> цели. Если цель [Помечена], урон +<$DemageUp$>%",대상에게 <Demage>의 피해를 입힙니다. 【표식】 상태라면 피해량이 <$DemageUp$>% 증가합니다.\n【비검: 2】비검 2자루를 소모하여 【자신 드로우】를 1회 실행합니다 (손패가 가득 찼을 때는 발동하지 않음).
Card_Info/2,呼唤至多<#FlySwordCount#>把己方飞剑攻击随机敌人，每把飞剑造成<Demage>（不消耗飞剑）,Call forth up to <#FlySwordCount#> allied flying swords to attack random enemies. Each sword deals <Demage> (Does not consume the flying swords),最大<#FlySwordCount#>本の飛剣を召喚し、ランダムな敵を攻撃する、1本ごとに<Demage>ダメージを与える（飛剣を消費しない）。,Призывает до <#FlySwordCount#> союзных летающих мечей для атаки случайных врагов. Каждый меч наносит <Demage> (не расходует летающие мечи).,최대 <#FlySwordCount#>자루의 아군 비검을 불러내 무작위 적을 공격합니다. 각 비검은 <Demage>의 피해를 입힙니다 (비검을 소모하지 않음).
Card_Info/10002,呼唤至多<#FlySwordCount#>把己方飞剑攻击随机敌人，每把飞剑造成<Demage>（不消耗飞剑）,Call forth up to <#FlySwordCount#> allied flying swords to attack random enemies. Each sword deals <Demage> (Does not consume the flying swords),最大<#FlySwordCount#>本の飛剣を召喚し、ランダムな敵を攻撃する、1本ごとに<Demage>ダメージを与える（飛剣を消費しない）。,Призывает до <#FlySwordCount#> союзных летающих мечей для атаки случайных врагов. Каждый меч наносит <Demage> (не расходует летающие мечи).,최대 <#FlySwordCount#>자루의 아군 비검을 불러내 무작위 적을 공격합니다. 각 비검은 <Demage>의 피해를 입힙니다 (비검을 소모하지 않음).
Card_Info/20002,呼唤场上所有【飞剑】，攻击随机敌人，每把飞剑造成<Demage>（不消耗飞剑，无法暴击）,"Call forth all [Flying Swords] on the field to attack random enemies. Each sword deals <Demage> (Does not consume the flying swords, cannot CRIT)",フィールドにあるすべての「飛剣」を操り、ランダムな敵を攻撃する、1本ごとに<Demage>ダメージを与える（飛剣を消費しないが、会心できない）。,"Призывает все [Летающие мечи] на поле для атаки случайных врагов. Каждый меч наносит <Demage> (не расходует летающие мечи, не может бить критом).","필드의 모든 【비검】을 불러내 무작위 적을 공격합니다. 각 비검은 <Demage>의 피해를 입힙니다 (비검을 소모하지 않으며, 치명타가 발생하지 않음)."
Card_Info/3,将场上所有飞剑融为一把巨剑从空中斩落，对目标单位造成<#RDemage#>。每把飞剑提高<#UpRDemage#>伤害。,,,,필드의 모든 비검을 융합하여 하나의 거대한 검으로 만들어 공중에서 내리꽂아 대상 유닛에게 <#RDemage#>의 피해를 입힙니다. 비검 하나당 피해량이 <#UpRDemage#> 증가합니다.
Card_Info/4,号令场上飞剑攻击目标单位，每把飞剑造成<#PDemage#>。,,,,필드의 비검에게 명령하여 대상 유닛을 공격하게 합니다. 각 비검은 <#PDemage#>의 피해를 입힙니다.
Card_Info/5,呼唤剑雨从天而降，对所有敌方单位造成<#PDemage#>，每伤害1名单位，留下<#FlySwordCount#>把飞剑，所有我方单位获得<#Shield#>。,,,,하늘에서 검의 비를 내리게 하여 모든 적 유닛에게 <#PDemage#>의 피해를 입힙니다. 유닛 1명에게 피해를 줄 때마다 <#FlySwordCount#>자루의 비검을 남기고 모든 아군 유닛이 <#Shield#>의 보호막을 획득합니다.
Card_Info/6,呼唤四散的风，为指定单位回复<Demage>，并解除所有负面状态,"Call forth the scattered winds. Restore <Demage> HP for the designated unit, and remove all debuffs",飛び舞う風を召喚して、ターゲットの<Demage>体力を回復し、すべてのデバフを解除する。,Призывает рассеянные ветра. Восстанавливает <Demage> здоровья указанному юниту и снимает все дебаффы,"사방으로 흩어지는 바람을 불러 지정된 유닛의 생명력을 <Demage>만큼 회복시키고, 모든 부정적인 상태를 해제합니다."
